id,brand,name,alias,age,gender,abilities,weaknesses,team_affiliation
41,DC,Ra's al Ghul,Unknown,Male,"Immortality, expert martial artist","Desire for global balance, eco-terrorism"
42,DC,Black Adam,Teth-Adam,Male,"Superhuman strength, speed, and stamina","Desire for power, vengeance against Shazam"
43,DC,Sinestro,Thaal Sinestro,Male,Ability to generate and control yellow power ring constructs,"Desire for control, manipulation"
44,DC,Poison Ivy,Pamela Isley,Female,"Control over plants, toxins, and pheromones","Environmental extremism, obsession with plants"
45,DC,Scarecrow,Jonathan Crane,Male,"Expert in fear toxins, skilled psychologist","Desire to spread fear, obsession with fear"
46,DC,Bane,Unknown,Male,"Genius-level intellect, peak physical condition","Venom dependency, obsession with Batman"
47,DC,Mr. Freeze,Victor Fries,Male,"Cryogenic technology, genius-level intellect","Desire to cure wife, obsession with ice"
48,DC,Black Manta,David Hyde,Male,"Enhanced strength, underwater survival, advanced technology","Obsession with Aquaman, desire for revenge"
49,DC,Brainiac,Unknown,Male,"Advanced intellect, vast knowledge, cybernetic enhancements","Desire for knowledge, collecting civilizations"
50,DC,Mongul,Unknown,Male,"Superhuman strength, invulnerability, energy projection","Desire for power, control over Warworld"
51,DC,Cheetah,Barbara Ann Minerva,Female,"Enhanced speed, strength, and agility","Obsession with power, jealousy towards Wonder Woman"
52,DC,Gorilla Grodd,Unknown,Male,"Superhuman strength, telepathy, genius-level intellect","Desire for power, world domination"
53,DC,Man-Bat,Kirk Langstrom,Male,"Human-bat hybrid, flight, echolocation","Obsession with power, loss of humanity"
54,DC,Livewire,Leslie Willis,Female,"Electrokinesis, electrical absorption, flight","Obsession with power, desire for revenge"
55,DC,Vandal Savage,Unknown,Male,"Immortality, enhanced strength, genius-level intellect","Desire for power, survival of the fittest"
56,DC,Killer Croc,Waylon Jones,Male,"Enhanced strength, reptilian physiology","Social rejection, identity issues"
57,DC,Solomon Grundy,Cyrus Gold,Male,"Superhuman strength, endurance, regeneration","Undead, lack of intelligence"
58,DC,Atrocitus,Unknown,Male,"Red power ring, blood magic","Desire for vengeance, rage against Guardians of the Universe"
59,DC,Captain Cold,Leonard Snart,Male,"Cryogenic weaponry, skilled tactician","Obsession with cold, desire for revenge on Flash"
60,DC,Circe,Unknown,Female,"Sorcery, immortality, shapeshifting","Obsession with power, hatred towards Wonder Woman"
61,DC,Talia al Ghul,Unknown,Female,"Master martial artist, expert strategist","Obsession with Batman, loyalty to Ra’s al Ghul"
62,DC,Killer Frost,Caitlin Snow,Female,"Cryokinesis, ice manipulation","Obsession with cold, desire for power"
63,DC,Metallo,John Corben,Male,"Cybernetic enhancements, Kryptonite power source","Obsession with Superman, desire for revenge"
64,DC,Parasite,Unknown,Male,"Energy absorption, superhuman strength","Obsession with power, desire to drain others"
65,DC,Black Hand,William Hand,Male,"Death energy manipulation, necromancy","Obsession with death, desire for destruction"
66,DC,Giganta,Unknown,Female,"Growth manipulation, superhuman strength","Desire for power, rivalry with Wonder Woman"
67,DC,Eclipso,Bruce Gordon,Male,"Possession, sorcery, manipulation","Obsession with power, desire for destruction"
68,DC,Black Mask,Roman Sionis,Male,"Criminal mastermind, skilled combatant","Obsession with masks, desire for control"
69,DC,King Shark,Nanaue,Male,"Superhuman strength, durability, enhanced senses","Cannibalistic tendencies, brute force"
70,DC,Cheetah,Barbara Minerva,Female,"Enhanced speed, strength, agility, and senses","Obsession with power, jealousy towards Wonder Woman"
71,DC,Kite Man,Charles Brown,Male,"Mastery of kites, skilled pilot","Low self-esteem, desire for recognition"
72,DC,Mister Mxyzptlk,Unknown,Male,"Reality manipulation, reality warping","Trickster nature, desire for amusement"
73,DC,Harvey Two-Face,Harvey Dent,Male,"Skilled strategist, dual personality","Driven by coin flips, obsession with duality"
74,DC,Prometheus,Unknown,Male,"Genius-level intellect, skilled martial artist","Obsession with vengeance, desire to destroy justice"
75,DC,Toyman,Winslow Schott,Male,"Mechanical expertise, toy-themed weapons","Obsession with toys, desire for chaos"
76,Marvel,Green Goblin,Norman Osborn,Male,"Superhuman strength, intelligence, glider","Hatred towards Spider-Man, insanity"
77,Marvel,Venom,Eddie Brock,Male,"Symbiote suit grants superhuman strength, agility, and durability","Hatred towards Spider-Man, symbiote weaknesses"
78,Marvel,Loki,Loki Laufeyson,Male,"Illusions, sorcery, shapeshifting, superhuman abilities","Desire for power, jealousy towards Thor"
79,Marvel,Thanos,Thanos,Male,"Superhuman strength, durability, energy manipulation","Obsession with Death, quest for the Infinity Stones"
80,Marvel,Magneto,Erik Lehnsherr,Male,"Magnetism manipulation, control over metal objects","Hatred towards humans, desire for mutant supremacy"
81,Marvel,Doctor Octopus,Otto Octavius,Male,"Mechanical tentacles, genius-level intellect","Obsession with proving superiority, criminal ambition"
82,Marvel,Red Skull,Johann Schmidt,Male,"Peak human strength, strategic genius, skilled combatant","Nazi ideology, obsession with power, hatred towards Captain America"
83,Marvel,Ultron,Ultron,N/A,"Artificial intelligence, superhuman strength, energy manipulation","Desire to exterminate humanity, superiority complex"
84,Marvel,Kingpin,Wilson Fisk,Male,"Master strategist, peak human strength, extensive criminal empire","Control freak, desire for power and control"
85,Marvel,Apocalypse,En Sabah Nur,Male,"Superhuman strength, invulnerability, molecular manipulation","Desire for survival of the fittest, destruction, evolution"
86,Marvel,Mystique,Raven Darkholme,Female,"Shapeshifting, martial arts, deception","Lack of moral compass, loyalty to Magneto"
87,Marvel,Juggernaut,Cain Marko,Male,"Unstoppable momentum, superhuman strength, invulnerability","Obsession with destruction, hatred towards Xavier and the X-Men"
88,Marvel,Galactus,Galactus,Male,"Cosmic entity, immense cosmic power, energy manipulation","Consumes planets for sustenance, indifferent to life"
89,Marvel,Venom (Symbiote),Symbiote,N/A,"Symbiote suit grants superhuman strength, agility, and durability","Desire for a host, aggressive tendencies"
90,Marvel,Carnage,Cletus Kasady,Male,"Symbiote suit grants superhuman strength, agility, and durability","Psychopathic tendencies, desire for chaos and destruction"
91,Marvel,Mephisto,Mephistopheles,Male,"Demon, reality manipulation, manipulation of souls","Desire for corrupting souls, gaining power"
92,Marvel,Doctor Doom,Victor von Doom,Male,"Genius-level intellect, mastery of sorcery and science, armored suit","Desire for world domination, rivalry with Reed Richards"
93,Marvel,Taskmaster,Tony Masters,Male,"Photographic reflexes, master martial artist, skilled marksman","Mercenary, lack of empathy, amoral"
94,Marvel,Sabretooth,Victor Creed,Male,"Superhuman senses, strength, agility, healing factor","Bloodlust, sadistic tendencies, rivalry with Wolverine"
95,Marvel,The Vulture,Adrian Toomes,Male,"Powered flight, enhanced strength, aging reversal technology","Obsession with youth, revenge, hatred towards Spider-Man"
96,Marvel,Bullseye,Lester Poindexter,Male,"Expert marksman, perfect aim, skilled combatant","Psychopathic tendencies, obsession with perfection, hired killer"
97,Marvel,The Mandarin,Unknown,Male,"Mastery of martial arts, ten power rings","Desire for power, world domination, revenge against Iron Man"
98,Marvel,Hela,Hela,Female,"Superhuman strength, control over death, sorcery","Desire for power, control over Hel, revenge against Thor"
99,Marvel,Baron Zemo,Helmut Zemo,Male,"Master strategist, skilled combatant, leadership abilities","Hatred towards Captain America, desire for revenge and power"
100,Marvel,Abomination,Emil Blonsky,Male,"Superhuman strength, durability, regeneration","Rage, loss of humanity, rivalry with Hulk"
101,Marvel,Mr. Sinister,Nathaniel Essex,Male,"Genius-level intellect, genetic manipulation, immortality","Obsession with evolution, manipulation, desire for power"
102,Marvel,Hobgoblin,Various,Male,"Superhuman strength, intelligence, glider, pumpkin bombs","Hatred towards Spider-Man, insanity, rivalry with Green Goblin"
103,Marvel,The Leader,Samuel Sterns,Male,"Genius-level intellect, superhuman intelligence, psionic powers","Desire for power, control, rivalry with Hulk"
104,Marvel,Enchantress,Amora,Female,"Sorcery, manipulation, seduction","Desire for power, control over men, rivalry with Thor"
105,Marvel,Annihilus,Annihilus,Male,"Superhuman strength, energy blasts, control over Negative Zone","Desire for conquest, destruction, control over Annihilation Wave"
106,Marvel,Kraven the Hunter,Sergei Kravinoff,Male,"Peak human strength, expert hunter, skilled combatant","Obsession with hunting, defeating Spider-Man, proving superiority"
107,DC,Joker,Unknown,Male,"Master of chaos, criminal genius","Psychopathy, obsession with Batman"
108,DC,Lex Luthor,Unknown,Male,"Genius-level intellect, business magnate","Obsession with defeating Superman, desire for power"
109,DC,Harley Quinn,Harleen Quinzel,Female,"Skilled gymnast, expert psychologist","Obsession with Joker, mental instability"
110,DC,Darkseid,Uxas,Male,"Superhuman strength, omega beams, immortality","Desire for universal domination, destruction"
111,DC,Deathstroke,Slade Wilson,Male,"Enhanced strength, agility, and reflexes, expert martial artist","Mercenary, tactical genius"
112,DC,Catwoman,Selina Kyle,Female,"Acrobatics, stealth, skilled hand-to-hand combatant","Cat burglar, complicated relationship with Batman"
113,DC,Riddler,Edward Nygma,Male,"Genius-level intellect, expert in puzzles and riddles","Obsession with riddles, compulsion to leave clues"
114,DC,Two-Face,Harvey Dent,Male,"Skilled strategist, dual personality","Driven by coin flips, obsession with duality"
115,DC,Penguin,Oswald Cobblepot,Male,"Criminal mastermind, skilled strategist","Obsession with birds, refined tastes"
116,DC,Ra's al Ghul,Unknown,Male,"Immortality, expert martial artist","Desire for global balance, eco-terrorism"
117,DC,Black Adam,Teth-Adam,Male,"Superhuman strength, speed, and stamina","Desire for power, vengeance against Shazam"
118,DC,Sinestro,Thaal Sinestro,Male,Ability to generate and control yellow power ring constructs,"Desire for control, manipulation"
119,DC,Poison Ivy,Pamela Isley,Female,"Control over plants, toxins, and pheromones","Environmental extremism, obsession with plants"
120,DC,Scarecrow,Jonathan Crane,Male,"Expert in fear toxins, skilled psychologist","Desire to spread fear, obsession with fear"
121,DC,Bane,Unknown,Male,"Genius-level intellect, peak physical condition","Venom dependency, obsession with Batman"
122,DC,Mr. Freeze,Victor Fries,Male,"Cryogenic technology, genius-level intellect","Desire to cure wife, obsession with ice"
123,DC,Black Manta,David Hyde,Male,"Enhanced strength, underwater survival, advanced technology","Obsession with Aquaman, desire for revenge"
124,DC,Brainiac,Unknown,Male,"Advanced intellect, vast knowledge, cybernetic enhancements","Desire for knowledge, collecting civilizations"
125,DC,Mongul,Unknown,Male,"Superhuman strength, invulnerability, energy projection","Desire for power, control over Warworld"
126,DC,Cheetah,Barbara Ann Minerva,Female,"Enhanced speed, strength, and agility","Obsession with power, jealousy towards Wonder Woman"
127,DC,Gorilla Grodd,Unknown,Male,"Superhuman strength, telepathy, genius-level intellect","Desire for power, world domination"
128,DC,Man-Bat,Kirk Langstrom,Male,"Human-bat hybrid, flight, echolocation","Obsession with power, loss of humanity"
129,DC,Livewire,Leslie Willis,Female,"Electrokinesis, electrical absorption, flight","Obsession with power, desire for revenge"
130,DC,Vandal Savage,Unknown,Male,"Immortality, enhanced strength, genius-level intellect","Desire for power, survival of the fittest"
131,DC,Killer Croc,Waylon Jones,Male,"Enhanced strength, reptilian physiology","Social rejection, identity issues"
132,DC,Solomon Grundy,Cyrus Gold,Male,"Superhuman strength, endurance, regeneration","Undead, lack of intelligence"
133,DC,Atrocitus,Unknown,Male,"Red power ring, blood magic","Desire for vengeance, rage against Guardians of the Universe"
134,DC,Captain Cold,Leonard Snart,Male,"Cryogenic weaponry, skilled tactician","Obsession with cold, desire for revenge on Flash"
135,DC,Circe,Unknown,Female,"Sorcery, immortality, shapeshifting","Obsession with power, hatred towards Wonder Woman"
136,DC,Talia al Ghul,Unknown,Female,"Master martial artist, expert strategist","Obsession with Batman, loyalty to Ra’s al Ghul"
137,DC,Killer Frost,Caitlin Snow,Female,"Cryokinesis, ice manipulation","Obsession with cold, desire for power"
138,DC,Metallo,John Corben,Male,"Cybernetic enhancements, Kryptonite power source","Obsession with Superman, desire for revenge"
139,DC,Parasite,Unknown,Male,"Energy absorption, superhuman strength","Obsession with power, desire to drain others"
140,DC,Black Hand,William Hand,Male,"Death energy manipulation, necromancy","Obsession with death, desire for destruction"
141,DC,Giganta,Unknown,Female,"Growth manipulation, superhuman strength","Desire for power, rivalry with Wonder Woman"
142,DC,Eclipso,Bruce Gordon,Male,"Possession, sorcery, manipulation","Obsession with power, desire for destruction"
143,DC,Black Mask,Roman Sionis,Male,"Criminal mastermind, skilled combatant","Obsession with masks, desire for control"
144,DC,King Shark,Nanaue,Male,"Superhuman strength, durability, enhanced senses","Cannibalistic tendencies, brute force"
145,DC,Cheetah,Barbara Minerva,Female,"Enhanced speed, strength, agility, and senses","Obsession with power, jealousy towards Wonder Woman"
146,DC,Kite Man,Charles Brown,Male,"Mastery of kites, skilled pilot","Low self-esteem, desire for recognition"
147,DC,Mister Mxyzptlk,Unknown,Male,"Reality manipulation, reality warping","Trickster nature, desire for amusement"
148,DC,Harvey Two-Face,Harvey Dent,Male,"Skilled strategist, dual personality","Driven by coin flips, obsession with duality"
149,DC,Prometheus,Unknown,Male,"Genius-level intellect, skilled martial artist","Obsession with vengeance, desire to destroy justice"
150,DC,Toyman,Winslow Schott,Male,"Mechanical expertise, toy-themed weapons","Obsession with toys, desire for chaos"
1,Marvel,Spider-Man,Peter Parker,18,Male,"Wall-crawling, enhanced strength, spider-sense","Green Goblin, Venom, personal responsibility",Avengers
2,Marvel,Iron Man,Tony Stark,35,Male,"Genius-level intellect, powered armor suit","Alcoholism, arrogance, shrapnel near heart",Avengers
3,Marvel,Captain America,Steve Rogers,100,Male,"Peak human strength, master martial artist",Vulnerability to mental manipulation,Avengers
4,Marvel,Thor,Thor Odinson,Ageless,Male,"Superhuman strength, lightning manipulation, Mjolnir","Arrogance, dependency on Mjolnir",Avengers
5,Marvel,Black Widow,Natasha Romanoff,35,Female,"Expert spy, martial artist, various weapons","Past traumas, guilt",Avengers
6,Marvel,Hulk,Bruce Banner,40,Male,"Superhuman strength, durability, gamma radiation","Rage, control issues",Avengers
7,Marvel,Wolverine,Logan,Ageless,Male,"Regenerative healing factor, adamantium claws, enhanced senses","Memory loss, animalistic nature",X-Men
8,Marvel,Storm,Ororo Munroe,35,Female,"Weather manipulation, flight, leadership skills","Emotional instability, claustrophobia",X-Men
9,Marvel,Professor X,Charles Xavier,65,Male,"Telepathy, genius-level intellect, leadership skills","Paralysis, guilt over failures",X-Men
10,Marvel,Cyclops,Scott Summers,35,Male,"Optic blasts, tactical skills, leadership abilities","Struggles with leadership, emotional detachment",X-Men
11,Marvel,Jean Grey,Jean Grey,35,Female,"Telekinesis, telepathy, Phoenix Force","Struggles with dark side, loss of control",X-Men
12,Marvel,Beast,Hank McCoy,40,Male,"Superhuman strength, agility, genius intellect","Physical appearance, difficulty controlling transformations",X-Men
13,Marvel,Rogue,Anna Marie,30,Female,"Power absorption, flight, superhuman strength","Fear of hurting others, isolation",X-Men
14,Marvel,Gambit,Remy LeBeau,35,Male,"Kinetic energy manipulation, skilled thief, agility","Guilt over past actions, shady past",X-Men
15,Marvel,Nightcrawler,Kurt Wagner,30,Male,"Teleportation, agility, prehensile tail","Physical appearance, religious beliefs",X-Men
16,Marvel,Deadpool,Wade Wilson,Ageless,Male,"Regenerative healing factor, expert marksman, fourth wall awareness","Mental instability, mercenary lifestyle",X-Force
17,Marvel,Black Panther,T'Challa,35,Male,"Enhanced strength, agility, vibranium suit","Responsibility to Wakanda, struggles with tradition vs. progress",Avengers
18,Marvel,Doctor Strange,Stephen Strange,45,Male,"Mystic arts, time manipulation, astral projection","Arrogance, self-doubt, past mistakes",Avengers
19,Marvel,Ant-Man,Scott Lang,35,Male,"Size manipulation, genius-level intellect, insect communication","Struggles with family responsibilities, past as a criminal",Avengers
20,Marvel,Wasp,Hope van Dyne,30,Female,"Size manipulation, wings, energy blasts","Guilt over past mistakes, family dynamics",Avengers
21,Marvel,Vision,Vision,Ageless,Male,"Synthetic body, superhuman strength, density manipulation","Struggles with humanity, identity crisis",Avengers
22,Marvel,Daredevil,Matt Murdock,35,Male,"Enhanced senses, martial arts expertise, radar sense","Guilt over past failures, identity crisis",Defenders
23,Marvel,Luke Cage,Carl Lucas,40,Male,"Superhuman strength, invulnerability, unbreakable skin","Struggles with past, responsibility to community",Defenders
24,Marvel,Jessica Jones,Jessica Jones,35,Female,"Superhuman strength, flight, investigative skills","PTSD, struggles with past trauma",Defenders
25,Marvel,Iron Fist,Danny Rand,35,Male,"Martial arts mastery, chi manipulation, Iron Fist","Struggles with identity, duty as the Immortal Iron Fist",Defenders
26,Marvel,Punisher,Frank Castle,40,Male,"Expert marksman, hand-to-hand combatant, military training","Guilt over familys death, pursuit of justice through extreme methods",None
27,Marvel,Ghost Rider,Johnny Blaze,Ageless,Male,"Flaming skull, superhuman strength, hellfire manipulation","Curse of the Ghost Rider, struggle with demonic side",Midnight Sons
28,Marvel,Silver Surfer,Norrin Radd,Ageless,Male,"Cosmic power, superhuman strength, energy manipulation","Loss of humanity, servitude to Galactus",None
29,Marvel,Hawkeye,Clint Barton,40,Male,"Master archer, expert marksman, combat skills","Normal human vulnerabilities, struggles with past",Avengers
30,Marvel,Falcon,Sam Wilson,40,Male,"Flight, enhanced strength, expert hand-to-hand combatant","Struggles with past, responsibility to community",Avengers
31,Marvel,Scarlet Witch,Wanda Maximoff,35,Female,"Reality manipulation, chaos magic, telekinesis","Struggles with control, guilt over past actions",Avengers
32,Marvel,Quicksilver,Pietro Maximoff,35,Male,"Superhuman speed, agility, reflexes","Impulsiveness, rivalry with Magneto",Avengers
33,Marvel,Ms. Marvel,Carol Danvers,35,Female,"Superhuman strength, flight, energy manipulation","Struggles with identity, past traumas",Avengers
34,Marvel,She-Hulk,Jennifer Walters,35,Female,"Superhuman strength, durability, healing factor",Struggles with balancing life as lawyer and hero,Avengers
35,Marvel,Black Bolt,Blackagar Boltagon,40,Male,"Voice manipulation, superhuman strength, energy blasts","Responsibility to Attilan, speech limitations",Inhumans
36,Marvel,Medusa,Medusalith Amaquelin,35,Female,"Hair manipulation, superhuman strength, agility","Struggles with leadership, family dynamics",Inhumans
37,Marvel,Crystal,Crystalia Amaquelin,30,Female,"Elemental manipulation, flight, skilled combatant","Struggles with family dynamics, responsibilities",Inhumans
38,Marvel,Groot,Groot,Ageless,Male,"Regeneration, superhuman strength, language limitations","Limited communication, sacrifices for friends",Guardians of the Galaxy
39,Marvel,Rocket Raccoon,Rocket Raccoon,8,Male,"Genius-level intellect, skilled marksman, cybernetic enhancements","Identity struggles, past trauma, size",Guardians of the Galaxy
40,Marvel,Star-Lord,Peter Quill,35,Male,"Leadership skills, tactical expertise, advanced weaponry","Struggles with responsibility, relationships",Guardians of the Galaxy
41,Marvel,Gamora,Gamora,35,Female,"Master assassin, expert combatant, enhanced strength and agility","Struggles with past as Thanos's adopted daughter, redemption",Guardians of the Galaxy
42,Marvel,Drax the Destroyer,Drax,Ageless,Male,"Superhuman strength, durability, expert combatant","Obsession with vengeance, literal thinking",Guardians of the Galaxy
43,Marvel,Mantis,Mantis,35,Female,"Empathy, skilled combatant, precognition","Struggles with social cues, past traumas",Guardians of the Galaxy
44,Marvel,Adam Warlock,Adam Warlock,Ageless,Male,"Cosmic powers, energy manipulation, regeneration","Struggles with destiny, conflict with Magus",None
45,Marvel,Nova,Richard Rider,25,Male,"Energy manipulation, flight, enhanced strength","Struggles with responsibility, balancing life as hero and student",None
46,Dc,Spider-Man,Peter Parker,18,Male,"Wall-crawling, enhanced strength, spider-sense","Green Goblin, Venom, personal responsibility",Avengers
47,Dc,Iron Man,Tony Stark,35,Male,"Genius-level intellect, powered armor suit","Alcoholism, arrogance, shrapnel near heart",Avengers
48,Dc,Captain America,Steve Rogers,100,Male,"Peak human strength, master martial artist",Vulnerability to mental manipulation,Avengers
49,Dc,Thor,Thor Odinson,Ageless,Male,"Superhuman strength, lightning manipulation, Mjolnir","Arrogance, dependency on Mjolnir",Avengers
50,Dc,Black Widow,Natasha Romanoff,35,Female,"Expert spy, martial artist, various weapons","Past traumas, guilt",Avengers
51,Dc,Hulk,Bruce Banner,40,Male,"Superhuman strength, durability, gamma radiation","Rage, control issues",Avengers
52,Dc,Wolverine,Logan,Ageless,Male,"Regenerative healing factor, adamantium claws, enhanced senses","Memory loss, animalistic nature",X-Men
53,Dc,Storm,Ororo Munroe,35,Female,"Weather manipulation, flight, leadership skills","Emotional instability, claustrophobia",X-Men
54,Dc,Professor X,Charles Xavier,65,Male,"Telepathy, genius-level intellect, leadership skills","Paralysis, guilt over failures",X-Men
55,Dc,Cyclops,Scott Summers,35,Male,"Optic blasts, tactical skills, leadership abilities","Struggles with leadership, emotional detachment",X-Men
56,Dc,Jean Grey,Jean Grey,35,Female,"Telekinesis, telepathy, Phoenix Force","Struggles with dark side, loss of control",X-Men
57,Dc,Beast,Hank McCoy,40,Male,"Superhuman strength, agility, genius intellect","Physical appearance, difficulty controlling transformations",X-Men
58,Dc,Rogue,Anna Marie,30,Female,"Power absorption, flight, superhuman strength","Fear of hurting others, isolation",X-Men
59,Dc,Gambit,Remy LeBeau,35,Male,"Kinetic energy manipulation, skilled thief, agility","Guilt over past actions, shady past",X-Men
60,Dc,Nightcrawler,Kurt Wagner,30,Male,"Teleportation, agility, prehensile tail","Physical appearance, religious beliefs",X-Men
61,Dc,Deadpool,Wade Wilson,Ageless,Male,"Regenerative healing factor, expert marksman, fourth wall awareness","Mental instability, mercenary lifestyle",X-Force
62,Dc,Black Panther,T'Challa,35,Male,"Enhanced strength, agility, vibranium suit","Responsibility to Wakanda, struggles with tradition vs. progress",Avengers
63,Dc,Doctor Strange,Stephen Strange,45,Male,"Mystic arts, time manipulation, astral projection","Arrogance, self-doubt, past mistakes",Avengers
64,Dc,Ant-Man,Scott Lang,35,Male,"Size manipulation, genius-level intellect, insect communication","Struggles with family responsibilities, past as a criminal",Avengers
65,Dc,Wasp,Hope van Dyne,30,Female,"Size manipulation, wings, energy blasts","Guilt over past mistakes, family dynamics",Avengers
66,Dc,Vision,Vision,Ageless,Male,"Synthetic body, superhuman strength, density manipulation","Struggles with humanity, identity crisis",Avengers
67,Dc,Daredevil,Matt Murdock,35,Male,"Enhanced senses, martial arts expertise, radar sense","Guilt over past failures, identity crisis",Defenders
68,Dc,Luke Cage,Carl Lucas,40,Male,"Superhuman strength, invulnerability, unbreakable skin","Struggles with past, responsibility to community",Defenders
69,Dc,Jessica Jones,Jessica Jones,35,Female,"Superhuman strength, flight, investigative skills","PTSD, struggles with past trauma",Defenders
70,Dc,Iron Fist,Danny Rand,35,Male,"Martial arts mastery, chi manipulation, Iron Fist","Struggles with identity, duty as the Immortal Iron Fist",Defenders
71,Dc,Punisher,Frank Castle,40,Male,"Expert marksman, hand-to-hand combatant, military training","Guilt over familys death, pursuit of justice through extreme methods",None
